type,geometry,lat,lon,quantity
Feature,Point,52.02333333,8.523333333,5
Feature,Point,52.28111111,8.911111111,9
Feature,Point,52.26138889,9.033055556,1
Feature,Point,52.37861111,9.647222222,4
Feature,Point,52.37055556,9.775833333,10
Feature,Point,52.43055556,10.58555556,1
Feature,Point,52.50777778,13.36388889,53
Feature,Point,52.51027778,13.37388889,19
Feature,Point,52.525,13.36833333,3
Feature,Point,52.52027778,13.37444444,67
Feature,Point,52.41416667,10.77444444,1
Feature,Point,51.55777778,7.590833333,6
Feature,Point,51.54888889,7.563333333,5
Feature,Point,51.6025,7.6925,4
Feature,Point,51.82638889,8.134166667,2
Feature,Point,51.93666667,8.424444444,4
Feature,Point,52.30055556,9.063055556,2
Feature,Point,52.42611111,9.445555556,2
Feature,Point,52.40055556,9.563611111,1
Feature,Point,52.38611111,9.658333333,11
Feature,Point,52.40611111,9.683611111,1
Feature,Point,52.37805556,9.733055556,6
Feature,Point,52.37111111,9.764722222,4
Feature,Point,52.38805556,9.842777778,1
Feature,Point,52.35666667,9.875,4
Feature,Point,52.45527778,10.44194444,3
Feature,Point,52.40611111,10.73916667,2
Feature,Point,52.53833333,11.40805556,2
Feature,Point,52.59277778,11.85,4
Feature,Point,52.59805556,11.86055556,7
Feature,Point,52.6025,12.3025,2
Feature,Point,52.53861111,13.40222222,6
Feature,Point,52.55027778,13.39444444,7
Feature,Point,52.51694444,13.38388889,12
Feature,Point,52.50833333,13.375,10
Feature,Point,52.50972222,13.37555556,37
Feature,Point,52.53777778,13.21833333,1
Feature,Point,52.41444444,10.61277778,3
Feature,Point,52.38722222,9.965555556,1
Feature,Point,52.35861111,9.815277778,2
Feature,Point,52.33472222,9.780555556,1
Feature,Point,52.27277778,9.839166667,2
Feature,Point,52.24555556,9.869722222,1
Feature,Point,51.72138889,9.980833333,1
Feature,Point,51.22833333,9.476666667,3
Feature,Point,51.22361111,9.480555556,2
Feature,Point,50.90416667,9.583333333,3
Feature,Point,50.51777778,9.679722222,1
Feature,Point,50.26555556,9.3275,1
Feature,Point,50.25222222,9.293055556,2
Feature,Point,50.18611111,9.179166667,1
Feature,Point,50.185,9.151666667,1
Feature,Point,50.18333333,9.122777778,3
Feature,Point,50.16055556,9.049444444,9
Feature,Point,50.14638889,9.023055556,2
Feature,Point,50.12277778,8.93,9
Feature,Point,50.11888889,8.847222222,3
Feature,Point,50.10055556,8.737777778,2
Feature,Point,50.1025,8.649166667,14
Feature,Point,50.10555556,8.650555556,6
Feature,Point,50.10638889,8.661666667,18
Feature,Point,50.10694444,8.661944444,14
Feature,Point,50.11194444,8.641666667,1
Feature,Point,50.11111111,8.646111111,5
Feature,Point,50.11472222,8.644722222,1
Feature,Point,50.11111111,8.645277778,11
Feature,Point,50.09472222,8.658611111,3
Feature,Point,50.075,8.6525,2
Feature,Point,50.06972222,8.641944444,6
Feature,Point,50.05638889,8.618333333,5
Feature,Point,50.05194444,8.572777778,11
Feature,Point,50.03722222,8.53,3
Feature,Point,50.02583333,8.478611111,1
Feature,Point,50.03916667,8.466944444,1
Feature,Point,50.03916667,8.421944444,2
Feature,Point,50.06777778,8.380833333,1
Feature,Point,50.44277778,7.845555556,3
Feature,Point,50.79916667,7.186666667,1
Feature,Point,50.80888889,7.167777778,1
Feature,Point,50.85416667,7.101666667,1
Feature,Point,50.86777778,7.043333333,1
Feature,Point,50.90138889,7.035,3
Feature,Point,50.91333333,7.021944444,4
Feature,Point,50.93138889,7.011388889,5
Feature,Point,50.93888889,6.9725,15
Feature,Point,51.22666667,7.051388889,1
Feature,Point,51.50388889,7.621388889,1
Feature,Point,51.5125,7.650277778,3
Feature,Point,51.73916667,7.877222222,2
Feature,Point,51.78638889,8.009444444,2
Feature,Point,51.82861111,8.145,6
Feature,Point,52.02,8.545555556,4
Feature,Point,52.02166667,8.536111111,11
Feature,Point,52.39444444,9.6525,6
Feature,Point,52.32833333,9.788611111,1
Feature,Point,52.28277778,9.821388889,1
Feature,Point,52.23583333,9.859444444,1
Feature,Point,52.21722222,9.793888889,1
Feature,Point,51.52361111,9.911388889,1
Feature,Point,51.51111111,9.971944444,2
Feature,Point,51.46388889,9.960555556,1
Feature,Point,51.39694444,10.22805556,2
Feature,Point,51.38305556,10.32166667,11
Feature,Point,51.39333333,10.36111111,1
Feature,Point,51.31583333,10.31555556,1
Feature,Point,51.20555556,10.47472222,2
Feature,Point,51.21472222,10.48472222,1
Feature,Point,50.96861111,10.73194444,2
Feature,Point,50.95111111,10.72527778,1
Feature,Point,50.91222222,10.93666667,8
Feature,Point,50.95944444,10.98944444,8
Feature,Point,50.97527778,11.07166667,5
Feature,Point,50.97583333,11.08972222,2
Feature,Point,50.99472222,11.14111111,4
Feature,Point,50.98611111,11.27444444,5
Feature,Point,50.98472222,11.32888889,579
Feature,Point,50.97527778,11.32361111,22
Feature,Point,50.97416667,11.31444444,4
Feature,Point,50.995,11.32,24
Feature,Point,50.99555556,11.33722222,2
Feature,Point,51.14055556,11.71055556,2
Feature,Point,51.36555556,12.34888889,3
Feature,Point,51.36333333,12.37444444,1
Feature,Point,51.35833333,12.37638889,2
Feature,Point,51.35222222,12.37722222,1
Feature,Point,51.35527778,12.39111111,3
Feature,Point,51.37277778,12.40194444,3
Feature,Point,51.44361111,12.36972222,1
Feature,Point,51.62444444,12.31,1
Feature,Point,51.9575,12.88055556,1
Feature,Point,52.51722222,13.38527778,26
Feature,Point,52.55111111,13.38472222,5
Feature,Point,52.55694444,13.39361111,5
Feature,Point,52.58055556,13.42805556,2
Feature,Point,52.64694444,13.38583333,1
Feature,Point,52.68833333,13.28805556,3
Feature,Point,52.715,13.27666667,3
Feature,Point,52.73888889,13.26777778,3
Feature,Point,52.76027778,13.25138889,6
Feature,Point,52.75472222,13.24666667,1
Feature,Point,53.17916667,13.13694444,7
Feature,Point,53.27777778,13.10694444,2
Feature,Point,53.35166667,13.07722222,3
Feature,Point,53.35555556,13.09527778,1
Feature,Point,53.525,12.71805556,1
Feature,Point,53.80222222,12.22444444,2
Feature,Point,53.80138889,12.17361111,6
Feature,Point,54.07472222,12.13888889,7
Feature,Point,54.07944444,12.13277778,4
Feature,Point,54.09,12.13027778,190
Feature,Point,54.085,12.13361111,32
Feature,Point,54.08916667,12.09972222,8
Feature,Point,54.135,12.07194444,479
Feature,Point,54.14666667,12.07944444,27
Feature,Point,54.13861111,12.05972222,49
Feature,Point,54.1375,12.05138889,4
Feature,Point,54.11833333,12.05944444,3
Feature,Point,54.09944444,12.07722222,1
Feature,Point,54.09416667,12.10638889,11
Feature,Point,54.09027778,12.14,15
Feature,Point,54.0975,12.15777778,1
Feature,Point,54.10638889,12.08833333,5
Feature,Point,54.08472222,12.12555556,8
Feature,Point,54.09027778,12.12277778,17
Feature,Point,54.12027778,12.07472222,1
Feature,Point,54.08666667,12.07583333,3
Feature,Point,54.07611111,12.10277778,1
Feature,Point,54.07166667,12.11861111,3
Feature,Point,53.685,12.42472222,1
Feature,Point,53.52138889,12.67972222,1
Feature,Point,53.51027778,12.69083333,1
Feature,Point,53.42944444,12.93666667,2
Feature,Point,53.34083333,13.06916667,1
Feature,Point,53.07222222,13.17916667,2
Feature,Point,52.99861111,13.15333333,4
Feature,Point,52.76972222,13.24777778,2
Feature,Point,52.61444444,13.4525,2
Feature,Point,52.59361111,13.44083333,2
Feature,Point,52.57388889,13.42277778,1
Feature,Point,52.56555556,13.40611111,3
Feature,Point,51.30027778,6.748888889,221
Feature,Point,51.28027778,6.766111111,2
Feature,Point,51.28111111,6.795833333,4
Feature,Point,51.22611111,6.796111111,4
Feature,Point,51.22055556,6.79,32
Feature,Point,51.2175,6.789722222,52
Feature,Point,51.21638889,6.776666667,5
Feature,Point,51.23583333,6.794166667,15
Feature,Point,51.43277778,6.7725,9
Feature,Point,51.44583333,6.799722222,1
Feature,Point,51.45972222,7.035277778,3
Feature,Point,51.44666667,7.054444444,4
Feature,Point,51.46888889,7.161388889,4
Feature,Point,51.47,7.214444444,5
Feature,Point,51.49361111,7.3675,4
Feature,Point,51.53083333,7.529722222,2
Feature,Point,51.59611111,7.675,1
Feature,Point,52.18416667,8.696388889,5
Feature,Point,52.38333333,9.730833333,2
Feature,Point,52.44611111,10.57944444,5
Feature,Point,52.42722222,10.80777778,1
Feature,Point,52.44833333,10.84166667,3
Feature,Point,52.51611111,13.38111111,12
Feature,Point,52.51277778,13.46,1
Feature,Point,52.51277778,13.45222222,3
Feature,Point,52.51861111,13.38055556,9
Feature,Point,52.51888889,13.41583333,7
Feature,Point,52.50888889,13.42416667,25
Feature,Point,52.50416667,13.44694444,19
Feature,Point,52.51055556,13.41694444,7
Feature,Point,52.50305556,13.41694444,8
Feature,Point,52.49861111,13.42611111,5
Feature,Point,52.53472222,13.49111111,1
Feature,Point,52.505,13.4425,50
Feature,Point,52.51666667,13.33444444,13
Feature,Point,52.12361111,8.668888889,3
Feature,Point,52.11694444,8.669722222,1
Feature,Point,51.89222222,8.363055556,2
Feature,Point,51.81777778,8.167777778,1
Feature,Point,51.82166667,8.1425,1
Feature,Point,51.55972222,7.623888889,3
Feature,Point,51.51222222,7.464722222,18
Feature,Point,51.5125,7.465,91
Feature,Point,51.51416667,7.470555556,2
Feature,Point,51.51527778,7.463333333,5
Feature,Point,51.51388889,7.456111111,14
Feature,Point,51.49694444,7.439722222,2
Feature,Point,51.50083333,7.419444444,2
Feature,Point,51.48916667,7.501111111,4
Feature,Point,51.48444444,7.503888889,1
Feature,Point,51.47777778,7.535277778,1
Feature,Point,51.49305556,7.545555556,3
Feature,Point,51.48333333,7.5625,1
Feature,Point,51.49333333,7.556666667,2
Feature,Point,51.53805556,7.675277778,2
Feature,Point,51.54222222,7.687222222,5
Feature,Point,51.53388889,7.688888889,232
Feature,Point,51.59611111,7.759444444,2
Feature,Point,51.61055556,7.761388889,8
Feature,Point,51.71722222,7.819722222,40
Feature,Point,52.3725,9.791111111,3
Feature,Point,52.58305556,12.0475,7
Feature,Point,52.50444444,13.31583333,38
Feature,Point,52.50611111,13.33277778,3
Feature,Point,52.55027778,13.35222222,5
Feature,Point,52.5375,13.34611111,7
Feature,Point,49.49333333,11.08138889,2
Feature,Point,49.51194444,11.01472222,5
Feature,Point,49.49305556,11.07861111,9
Feature,Point,49.43861111,11.06166667,1
Feature,Point,49.47944444,10.96472222,1
Feature,Point,49.49055556,10.92416667,1
Feature,Point,49.51055556,10.88722222,4
Feature,Point,49.51083333,10.88361111,1
Feature,Point,49.51416667,10.87138889,1
Feature,Point,49.70444444,10.20833333,1
Feature,Point,49.78277778,10.06666667,1
Feature,Point,49.80527778,10.07333333,5
Feature,Point,49.79555556,9.998333333,2
Feature,Point,49.80166667,9.933888889,1
Feature,Point,49.99611111,9.57,1
Feature,Point,50.03972222,9.513055556,1
Feature,Point,50.0125,9.296111111,1
Feature,Point,49.99916667,9.228055556,6
Feature,Point,49.98777778,9.168611111,3
Feature,Point,49.97861111,9.137222222,1
Feature,Point,49.99583333,9.069722222,1
Feature,Point,50.00944444,9.059722222,1
Feature,Point,50.02555556,9.040277778,1
Feature,Point,50.04,9.033888889,1
Feature,Point,50.06944444,9.005277778,1
Feature,Point,50.0875,8.953611111,1
Feature,Point,50.12861111,8.879722222,1
Feature,Point,50.12305556,8.857777778,2
Feature,Point,50.10083333,8.723888889,3
Feature,Point,50.10138889,8.681666667,14
Feature,Point,50.1,8.668333333,1
Feature,Point,50.09666667,8.67,37
Feature,Point,50.10861111,8.663055556,4
Feature,Point,50.11222222,8.656388889,36
Feature,Point,50.11583333,8.655,1
Feature,Point,50.105,8.685277778,42
Feature,Point,50.11222222,8.686111111,1
Feature,Point,50.10305556,8.690833333,11
Feature,Point,50.10527778,8.6775,2
Feature,Point,50.05833333,8.588333333,2
Feature,Point,50.05222222,8.570277778,11
Feature,Point,50.04972222,8.569444444,1
Feature,Point,52.51694444,13.37861111,1
Feature,Point,52.48194444,13.33,1
Feature,Point,52.47722222,13.33138889,1
Feature,Point,52.48,13.33555556,14
Feature,Point,52.48527778,13.34722222,2
Feature,Point,52.50944444,13.35166667,3
Feature,Point,52.51611111,13.35166667,12
Feature,Point,52.51444444,13.34861111,3
Feature,Point,52.51444444,13.35194444,1
Feature,Point,52.54472222,13.39194444,1
Feature,Point,52.51583333,13.38027778,25
Feature,Point,52.56555556,13.32583333,3
Feature,Point,52.52583333,13.3275,2
Feature,Point,52.52583333,13.335,4
Feature,Point,52.50472222,13.33722222,3
Feature,Point,52.28305556,9.171944444,1
Feature,Point,51.69361111,7.776666667,8
Feature,Point,51.91055556,7.634166667,1
Feature,Point,51.93694444,7.64,3
Feature,Point,51.94166667,7.626944444,3
Feature,Point,51.84583333,7.671944444,2
Feature,Point,51.68333333,7.828611111,59
Feature,Point,51.67666667,7.820555556,22
Feature,Point,51.68388889,7.868055556,2
Feature,Point,51.70833333,7.814444444,2
Feature,Point,51.68972222,7.843055556,3
Feature,Point,51.77277778,7.938055556,4
Feature,Point,51.85722222,8.291111111,1
Feature,Point,51.89888889,8.354722222,1
Feature,Point,51.98944444,8.481944444,2
Feature,Point,52.01972222,8.528888889,2
Feature,Point,52.56638889,12.96833333,5
Feature,Point,52.53444444,13.26888889,4
Feature,Point,52.51777778,13.37333333,9
Feature,Point,52.50777778,13.39083333,9
Feature,Point,52.50305556,13.38888889,5
Feature,Point,52.54361111,13.41888889,1
Feature,Point,52.55138889,13.41888889,31
Feature,Point,52.54694444,13.41388889,1
Feature,Point,52.50666667,13.36305556,29
Feature,Point,52.51833333,13.43527778,1
Feature,Point,52.57694444,13.27944444,1
Feature,Point,48.68361111,9.214444444,14
Feature,Point,48.67388889,9.184722222,4
Feature,Point,48.67583333,9.201944444,1
Feature,Point,48.69027778,9.195833333,3
Feature,Point,48.69138889,9.194444444,75
Feature,Point,48.69222222,9.203055556,22
Feature,Point,48.70222222,9.209722222,3
Feature,Point,48.72,9.2125,5
Feature,Point,48.76361111,9.205555556,3
Feature,Point,48.77,9.195277778,5
Feature,Point,48.77444444,9.204166667,4
Feature,Point,48.78305556,9.201666667,2
Feature,Point,48.7825,9.2075,1
Feature,Point,48.78444444,9.2175,8
Feature,Point,48.78833333,9.233888889,16
Feature,Point,48.78777778,9.231944444,2
Feature,Point,48.79166667,9.237777778,2
Feature,Point,48.79472222,9.218333333,2
Feature,Point,48.79694444,9.220277778,2
Feature,Point,48.7875,9.207777778,2
Feature,Point,48.76694444,9.188333333,1
Feature,Point,48.72388889,9.2275,1
Feature,Point,48.69305556,9.184166667,52
Feature,Point,48.69027778,9.192777778,1
Feature,Point,48.69166667,9.171388889,1
Feature,Point,48.70805556,9.145555556,1
Feature,Point,48.71694444,9.106111111,1
Feature,Point,48.72861111,9.118888889,1
Feature,Point,48.78388889,9.180833333,10
Feature,Point,48.78194444,9.180833333,1
Feature,Point,48.79138889,9.185277778,4
Feature,Point,48.78833333,9.191944444,4
Feature,Point,48.78722222,9.182222222,1
Feature,Point,48.815,9.166111111,1
Feature,Point,48.82166667,9.168333333,2
Feature,Point,48.87194444,9.134166667,1
Feature,Point,49.22583333,8.517777778,1
Feature,Point,49.44944444,8.530277778,3
Feature,Point,49.46361111,8.488611111,2
Feature,Point,49.45027778,8.504722222,2
Feature,Point,49.47194444,8.479444444,5
Feature,Point,49.48194444,8.466388889,2
Feature,Point,49.46416667,8.471111111,2
Feature,Point,49.4775,8.479444444,2
Feature,Point,49.48138889,8.450555556,2
Feature,Point,49.51583333,8.4825,1
Feature,Point,49.59111111,8.480833333,2
Feature,Point,49.64638889,8.4675,3
Feature,Point,49.76555556,8.548055556,1
Feature,Point,49.85361111,8.498611111,3
Feature,Point,50.01722222,8.589444444,1
Feature,Point,50.09166667,8.673888889,2
Feature,Point,50.10333333,8.706111111,2
Feature,Point,50.10111111,8.765833333,2
Feature,Point,50.11777778,8.921388889,1
Feature,Point,50.19111111,9.221388889,2
Feature,Point,50.26222222,9.368333333,4
Feature,Point,50.54388889,9.691666667,5
Feature,Point,51.03611111,9.572222222,4
Feature,Point,51.32222222,9.457777778,1
Feature,Point,51.33805556,9.462222222,2
Feature,Point,51.34555556,9.475277778,1
Feature,Point,51.34194444,9.518611111,1
Feature,Point,51.54888889,9.925277778,3
Feature,Point,51.58277778,9.930833333,2
Feature,Point,51.96722222,10.0075,2
Feature,Point,52.35277778,9.8075,1
Feature,Point,52.38611111,9.860277778,1
Feature,Point,52.42388889,10.74444444,3
Feature,Point,52.53055556,13.31638889,2
Feature,Point,52.56972222,13.05,2
Feature,Point,52.93333333,12.01138889,1
Feature,Point,52.99,11.7675,1
Feature,Point,53.00527778,11.75944444,1
Feature,Point,53.10388889,11.73222222,3
Feature,Point,53.16277778,11.74083333,2
Feature,Point,53.2975,11.53333333,1
Feature,Point,53.49027778,10.60583333,1
Feature,Point,53.52138889,10.37972222,2
Feature,Point,53.49055556,10.20666667,1
Feature,Point,53.485,10.1675,1
Feature,Point,53.51277778,10.08861111,2
Feature,Point,53.55333333,10.00722222,14
Feature,Point,53.5375,10.03444444,1
Feature,Point,53.57194444,10.06527778,1
Feature,Point,53.635,10.18388889,1
Feature,Point,53.68222222,10.25,2
Feature,Point,53.72222222,10.2675,1
Feature,Point,53.74805556,10.32444444,1
Feature,Point,53.8,10.36027778,2
Feature,Point,53.8675,10.67194444,2
Feature,Point,53.88055556,10.67722222,1
Feature,Point,53.89388889,10.69444444,2
Feature,Point,53.93972222,10.73666667,2
Feature,Point,54.07388889,10.77722222,2
Feature,Point,54.16194444,10.87861111,3
Feature,Point,54.30416667,11.00972222,1
Feature,Point,54.495,11.19916667,4
Feature,Point,54.50138889,11.22555556,13
Feature,Point,54.79805556,9.379722222,1
Feature,Point,54.75777778,9.411111111,3
Feature,Point,54.76861111,9.443333333,1
Feature,Point,54.77027778,9.429722222,2
Feature,Point,54.77861111,9.436111111,1
Feature,Point,54.70027778,9.403333333,1
Feature,Point,54.31138889,9.645555556,1
Feature,Point,54.30416667,9.667222222,2
Feature,Point,54.29888889,9.698888889,1
Feature,Point,54.30916667,9.690555556,3
Feature,Point,54.24527778,9.818611111,1
Feature,Point,54.16805556,9.852222222,2
Feature,Point,54.15777778,9.843888889,1
Feature,Point,54.12388889,9.985555556,2
Feature,Point,54.07583333,9.978611111,2
Feature,Point,54.075,9.915,1
Feature,Point,53.98722222,9.8175,1
Feature,Point,53.94166667,9.735,2
Feature,Point,53.77444444,9.654722222,1
Feature,Point,53.72555556,9.677222222,1
Feature,Point,53.69972222,9.714444444,6
Feature,Point,53.69138889,9.735,1
Feature,Point,53.58444444,9.910555556,1
Feature,Point,53.57861111,9.917777778,2
Feature,Point,53.55,9.953888889,5
Feature,Point,53.55166667,9.941388889,3
Feature,Point,53.55666667,9.950833333,1
Feature,Point,53.55277778,9.956111111,3
Feature,Point,53.56055556,9.978888889,2
Feature,Point,53.5575,9.991111111,1
Feature,Point,53.55361111,10.00305556,3
Feature,Point,53.51916667,10.10277778,1
Feature,Point,53.425,10.68222222,2
Feature,Point,52.89805556,12.32944444,1
Feature,Point,52.58361111,13.00055556,3
Feature,Point,52.54972222,13.10222222,3
Feature,Point,52.53916667,13.36833333,4
Feature,Point,52.64416667,12.6675,5
Feature,Point,52.46388889,11.12638889,9
Feature,Point,52.3975,9.713055556,2
Feature,Point,52.40055556,9.634722222,3
Feature,Point,52.13277778,8.6775,2
Feature,Point,51.92916667,8.4125,4
Feature,Point,51.91777778,8.405555556,8
Feature,Point,51.53666667,7.545833333,6
Feature,Point,51.52277778,7.514166667,2
Feature,Point,51.45666667,7.075277778,4
Feature,Point,51.43611111,6.888055556,4
Feature,Point,51.43777778,6.791388889,1
Feature,Point,51.37638889,6.782222222,4
Feature,Point,51.35527778,6.783333333,3
Feature,Point,51.18944444,6.849444444,4
Feature,Point,51.15388889,6.881111111,2
Feature,Point,51.08333333,6.967222222,1
Feature,Point,51.08472222,6.933888889,4
Feature,Point,51.06472222,6.9575,5
Feature,Point,51.0475,6.995555556,3
Feature,Point,51.02944444,6.991388889,2
Feature,Point,50.98694444,6.998888889,7
Feature,Point,50.86638889,7.074722222,1
Feature,Point,50.855,7.088055556,1
Feature,Point,50.83388889,7.103333333,2
Feature,Point,50.81416667,7.154444444,2
Feature,Point,50.41472222,7.928888889,2
Feature,Point,50.03,8.4875,2
Feature,Point,50.055,8.569722222,2
Feature,Point,50.04027778,8.607222222,1
Feature,Point,49.81277778,8.481388889,1
Feature,Point,49.71777778,8.482777778,1
Feature,Point,49.5575,8.447222222,1
Feature,Point,49.55194444,8.470833333,1
Feature,Point,49.54277778,8.468333333,4
Feature,Point,49.51583333,8.461111111,1
Feature,Point,49.50083333,8.461388889,1
Feature,Point,49.47638889,8.4975,1
Feature,Point,49.33055556,8.549722222,1
Feature,Point,49.31833333,8.542777778,1
Feature,Point,49.18611111,8.483888889,1
Feature,Point,49.05055556,8.4625,1
Feature,Point,49.01555556,8.455,1
Feature,Point,48.99666667,8.404722222,9
Feature,Point,49.005,8.397777778,9
Feature,Point,49.00916667,8.403055556,79
Feature,Point,49.00694444,8.401944444,25
Feature,Point,49.00416667,8.411388889,3
Feature,Point,49.01388889,8.420555556,6
Feature,Point,49.00916667,8.394166667,2
Feature,Point,48.99027778,8.396111111,2
Feature,Point,49.00638889,8.436944444,1
Feature,Point,50.10138889,8.658888889,1
Feature,Point,50.10833333,8.672777778,4
Feature,Point,50.11388889,8.678888889,3
Feature,Point,50.12138889,8.675555556,1
Feature,Point,50.12166667,8.673055556,2
Feature,Point,50.12583333,8.6825,21
Feature,Point,50.11694444,8.679166667,1
Feature,Point,50.09916667,8.755833333,1
Feature,Point,50.13,8.913055556,2
Feature,Point,50.10833333,8.936111111,3
Feature,Point,50.20444444,9.174444444,2
Feature,Point,50.53361111,9.682777778,2
Feature,Point,50.56472222,9.7,1
Feature,Point,50.86666667,9.711388889,1
Feature,Point,50.90666667,9.761944444,3
Feature,Point,50.83722222,10.12972222,1
Feature,Point,51.01388889,10.20833333,3
Feature,Point,50.98138889,10.31944444,3
Feature,Point,50.95027778,10.39916667,5
Feature,Point,50.93472222,10.67611111,3
Feature,Point,50.92333333,10.76472222,2
Feature,Point,50.94333333,10.99972222,4
Feature,Point,50.98388889,11.29805556,1
Feature,Point,50.99583333,11.37944444,1
Feature,Point,51.02444444,11.50222222,1
Feature,Point,51.07583333,11.57916667,1
Feature,Point,51.16861111,11.84,1
Feature,Point,51.21416667,11.97472222,1
Feature,Point,51.21194444,11.99472222,1
Feature,Point,51.33277778,11.99361111,2
Feature,Point,51.40416667,12.0375,1
Feature,Point,51.4275,11.98638889,2
Feature,Point,51.49777778,12.04694444,1
Feature,Point,51.49305556,12.02333333,1
Feature,Point,51.47916667,12.05222222,1
Feature,Point,51.61027778,12.30444444,1
Feature,Point,51.64277778,12.36472222,2
Feature,Point,51.62333333,12.33166667,1
Feature,Point,51.86861111,12.66027778,1
Feature,Point,52.21972222,13.2225,1
Feature,Point,52.25333333,13.26,1
Feature,Point,52.41222222,13.31527778,1
Feature,Point,52.48527778,13.365,1
Feature,Point,52.48194444,13.37361111,2
Feature,Point,52.64333333,13.20916667,1
Feature,Point,52.68583333,13.17388889,6
Feature,Point,52.67833333,13.19527778,2
Feature,Point,52.69444444,13.17416667,1
Feature,Point,52.70805556,13.1325,5
Feature,Point,52.71555556,13.09861111,1
Feature,Point,52.75833333,13.02944444,9
Feature,Point,52.88972222,12.8025,87
Feature,Point,52.92361111,12.80666667,7
Feature,Point,52.93777778,12.81305556,2
Feature,Point,52.81055556,13.0225,2
Feature,Point,52.73555556,13.08638889,1
Feature,Point,52.65222222,13.19888889,3
Feature,Point,52.63944444,13.20111111,1
Feature,Point,52.62111111,13.23555556,1
Feature,Point,52.60916667,13.24944444,2
Feature,Point,52.58944444,13.28416667,2
Feature,Point,52.57777778,13.33305556,6
Feature,Point,52.57305556,13.36,3
Feature,Point,52.57111111,13.38305556,3
Feature,Point,52.54888889,13.405,1
Feature,Point,52.48138889,13.42333333,9
Feature,Point,52.03888889,8.537777778,2
Feature,Point,52.03388889,8.538611111,3
Feature,Point,51.75805556,7.880555556,1
Feature,Point,51.705,7.800277778,1
Feature,Point,51.93055556,7.6275,3
Feature,Point,51.96111111,7.616944444,1
Feature,Point,51.96055556,7.6275,7
Feature,Point,51.96111111,7.628333333,5
Feature,Point,51.98027778,7.726944444,1
Feature,Point,51.90277778,7.604722222,1
Feature,Point,51.7425,7.611388889,2
Feature,Point,51.66527778,7.635833333,2
Feature,Point,51.62888889,7.531944444,2
Feature,Point,51.60833333,7.524444444,3
Feature,Point,51.55055556,7.536944444,1
Feature,Point,51.52805556,7.483333333,1
Feature,Point,51.54527778,7.495,5
Feature,Point,51.49722222,7.274444444,2
Feature,Point,51.44388889,6.919722222,2
Feature,Point,51.42916667,6.883055556,15
Feature,Point,51.22305556,6.803333333,58
Feature,Point,51.17333333,6.859722222,1
Feature,Point,51.1025,6.945277778,1
Feature,Point,51.04222222,6.986666667,4
Feature,Point,50.99833333,6.995555556,2
Feature,Point,50.95583333,7.010833333,1
Feature,Point,50.92472222,6.938611111,1
Feature,Point,50.90388889,6.932222222,3
Feature,Point,50.65694444,7.194722222,1
Feature,Point,50.64027778,7.204444444,1
Feature,Point,50.43527778,7.411944444,2
Feature,Point,50.43361111,7.459444444,3
Feature,Point,50.39333333,7.541111111,2
Feature,Point,50.34083333,7.585277778,234
Feature,Point,50.34583333,7.588611111,3
Feature,Point,50.30888889,7.569444444,47
Feature,Point,50.33111111,7.586111111,13
Feature,Point,50.32833333,7.5975,12
Feature,Point,50.34611111,7.578055556,5
Feature,Point,50.35083333,7.590555556,1
Feature,Point,50.43416667,7.517777778,2
Feature,Point,50.43166667,7.49,2
Feature,Point,50.4475,7.430833333,2
Feature,Point,50.43972222,7.404444444,3
Feature,Point,50.44305556,7.382777778,1
Feature,Point,50.56194444,7.268888889,1
Feature,Point,50.56666667,7.283333333,1
Feature,Point,50.62055556,7.229722222,2
Feature,Point,50.6325,7.219722222,2
Feature,Point,50.73138889,7.134444444,3
Feature,Point,50.79277778,7.151944444,1
Feature,Point,50.80444444,7.158888889,2
Feature,Point,50.785,7.203333333,6
Feature,Point,50.77222222,7.276944444,2
Feature,Point,50.76527778,7.28,1
Feature,Point,50.75972222,7.466944444,23
Feature,Point,50.76722222,7.376111111,1
Feature,Point,50.79027778,7.224166667,1
Feature,Point,50.81305556,7.160833333,2
Feature,Point,50.77638889,7.149166667,3
Feature,Point,50.71833333,7.155,1
Feature,Point,50.70388889,7.161944444,1
Feature,Point,50.67555556,7.195,1
Feature,Point,50.6525,7.198055556,2
Feature,Point,50.59694444,7.227222222,1
Feature,Point,50.57416667,7.283888889,1
Feature,Point,50.54527778,7.252777778,1
Feature,Point,50.38694444,7.561666667,2
Feature,Point,50.37111111,7.595833333,10
Feature,Point,50.36277778,7.586111111,6
Feature,Point,50.32,7.599166667,5
Feature,Point,50.31611111,7.600833333,2
Feature,Point,50.36472222,7.621944444,1
Feature,Point,50.36361111,7.676666667,1
Feature,Point,50.25527778,7.854166667,2
Feature,Point,50.31972222,7.860277778,1
Feature,Point,50.16277778,7.929166667,1
Feature,Point,50.05055556,8.197222222,2
Feature,Point,50.05388889,8.386666667,1
Feature,Point,50.01611111,8.454722222,1
Feature,Point,50.04527778,8.546666667,1
Feature,Point,50.05388889,8.631388889,1
Feature,Point,50.06361111,8.8425,1
Feature,Point,50.03277778,8.938888889,1
Feature,Point,49.9975,9.181666667,1
Feature,Point,50.00888889,9.235555556,6
Feature,Point,49.90222222,9.428055556,3
Feature,Point,49.85944444,9.489444444,5
Feature,Point,49.845,9.6225,2
Feature,Point,49.8525,9.6025,20
Feature,Point,49.84527778,9.603611111,11
Feature,Point,49.88416667,9.608055556,3
